run,algorithm,threshold,selection_metric,C,class_weight,cv_roc_auc,roc_auc,accuracy,precision,recall,f1,n_estimators,max_depth,learning_rate,scale_pos_weight
4,logistic_regression,0.5,roc_auc,0.3,balanced,,0.8539568855323201,0.7985277569392348,0.5046489259378005,0.7228473019517796,0.5943547625790616,,,,
2,random_forest,0.5,roc_auc,,balanced,,0.8668743286003711,0.8485558889722431,0.6463700234192038,0.5703788748564868,0.6060014637716516,100.0,20.0,,
2,xgboost,0.5,roc_auc,,,,0.87369459551582,0.8346774193548387,0.5802827813286848,0.6879448909299656,0.6295440218533306,100.0,6.0,0.1,3.0
